cluster,id,names,feature,value
4,2iVgM5C7m1G4CJGbms301G,Copa Vacía,tempo,180.043
5,7txjUEY6McJDJKqIo1Rxjp,Acróstico - Milan + Sasha,tempo,143.756
2,2dYXrWkNO40NXy2Q3IYLRc,Puntería,tempo,120.087
2,4I4IWwxmrY8CUQ0lJAT3fW,La La La,tempo,128.021
4,1w5nWhUzrQqj0WnDXrgsnC,"Te Aviso, Te Anuncio (Tango)",tempo,179.356
0,6O20JhBJPePEkBdrB5sqRx,Diamonds,tempo,91.958
2,0U10zFw4GlBacOy9VDGfGL,We Found Love,tempo,127.975
2,7ySUcLPVX7KudhnmNcgY2D,S&M,tempo,127.977
2,0C4ejWmOTMv8vuYj85mf8m,S&M,tempo,127.975
2,0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,tempo,122.669
4,49FYlytm3dAAraYgpoJZux,Umbrella,tempo,174.034
2,2ENexcMEMsYk0rVJigVD3i,Only Girl (In The World),tempo,125.918
7,15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,tempo,86.989
5,2Yy0FsAV2I5VXU4xpph2WN,Stay,tempo,111.881
2,0AH6WMe3OlAlUb5miXt2FQ,Only Girl (In The World),tempo,125.906
4,4YYHgF9dWyVSor0GtrBzdf,Te Amo,tempo,171.918
4,60jzFy6Nn4M0iD1d94oteF,Rude Boy,tempo,173.909
0,57mKcbEq7nMqtJ4gqJvWcp,Talk That Talk,tempo,84.021
0,4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,tempo,99.017
0,4mCf3vQf7z0Yseo0RxAi3V,Desperado,tempo,94.35
5,0GNI8K3VATWBABQFAzBAYe,Stay,tempo,111.881
2,2VOomzT6VavJOGBeySqaMc,Disturbia,tempo,124.921
5,6sCvvleqKbeyOkQDieBYgp,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,tempo,177.115
2,5J4WHWFvEWRd2FBVhcTcmi,"Dancing In The Dark - From The ""Home"" Soundtrack",tempo,115.003
2,7e1h7rqNB0BBC2fUuWEEFe,Who's That Chick? (feat. Rihanna),tempo,127.938
7,0EIsxWGPSte4cAHZw5aXr4,We Ride,tempo,78.696
0,3rMsX63C0IZVnOT5LGYoTH,Russian Roulette,tempo,80.051
1,4pAl7FkDMNBsjykPXo91B3,Needed Me,tempo,110.872
0,0a2JCinEvl21WeWLJBt7hM,Skin,tempo,127.003
0,3tyPOhuVnt5zd5kGfxbCyL,Where Have You Been,tempo,127.96
2,46aZJc0z1HHHSFxaIRxYSP,Breakin' Dishes,tempo,125.009
2,3t4HeVfURZ5DuqMWz0Cmqg,We Found Love,tempo,127.975
4,5oO3drDxtziYU2H1X23ZIp,Love On The Brain,tempo,172.007
7,2RWs4c3ZJ74WwXlVC3QCQN,What Now,tempo,180.107
2,48RrDBpOSSl1aLVCalGl5C,The Monster,tempo,110.046
0,6g1B0hd6rlT3xP3mERUnz8,Good Girl Gone Bad,tempo,94.974
4,1Bx0zEdVjkFlV27iKaePug,Man Down,tempo,155.789
7,3sBmTwwsCwty2RNjOOvRVu,SOS,tempo,137.033
0,3Naj4ZtvX9VpVqJH5EKmJE,Numb,tempo,129.04
7,30cSNer6TV8x2utjULVeQ5,SOS,tempo,137.046
4,4IBihEaN04iwfX5I9sGFj9,Jump,tempo,162.048
0,5X3ahLXhOw16BR09GjYPUT,Rehab,tempo,80.059
0,6MRT1IDPLBF8EVLDdC8cqv,Dance Like Rihanna,tempo,130.976
0,72TFWvU3wUYdUuxejTTIzt,Work,tempo,91.974
7,3YJkAQNEhmCZGLdmPsu6Ye,Hard,tempo,182.026
5,13xxBnXOuiBxVxJI458B0i,Unfaithful,tempo,144.069
2,1OAh8uOEOvTDqkKFsKksCi,Wild Thoughts (feat. Rihanna & Bryson Tiller),tempo,97.979
4,4pvLiHkcQ3CSNFKT7HGSGM,Rude Boy,tempo,173.917
0,5r67bGhYXZNqk2m2Wupfmu,Pour It Up,tempo,134.003
0,7LR85XLWw2yXqKBSI5brbG,Run This Town,tempo,86.844
0,5XLoHvOag9undyM3nyvzSS,Russian Roulette,tempo,79.541
2,4UTizOdGljPIIbXtoXycAd,Pose,tempo,145.885
2,5FTCKvxzqy72ceS4Ujux4N,What's My Name?,tempo,100.025
2,3Op7R5YNeIVoZUCxXVZW2k,Pon de Replay - Radio Edit,tempo,99.001
0,0azC730Exh71aQlOt9Zj3y,This Is What You Came For,tempo,123.962
7,2rbDhOo9Fh61Bbu23T2qCk,Always Remember Us This Way,tempo,129.842
4,2plbrEY59IikOBgBGLjaoe,Die With A Smile,tempo,157.969
2,1QV6tiMFM6fSOKOGLMHYYg,Poker Face,tempo,119.001
2,1dzQoRqT5ucxXVaAhTcT0J,Just Dance,tempo,118.99
5,2VxeLyX666F8uXCJ0dZF8B,Shallow,tempo,95.82
7,7F25roCtYi55JouckaayPC,Judas,tempo,130.983
2,0SiywuOBRcynK0uKGWdCnn,Bad Romance,tempo,119.007
0,53jnnqFSRGMDB9ADrNriCA,Bloody Mary,tempo,99.998
0,1HHeOs6zRdF8Ck58easiAY,Alejandro,tempo,98.995
7,0oWraSo5ASJ0h1BEagTyEw,Hold My Hand,tempo,147.708
0,02XnQdf7sipaKBBHixz3Zp,Paparazzi,tempo,114.903
0,4lwavw59UjXUPJZtKNdFYp,Alejandro,tempo,98.993
2,5ka2ajep9OAvU5Sgduhiex,Applause,tempo,139.945
5,5DQIZ8XC0EP7cfRFrtzY5h,Happy Mistake,tempo,82.811
5,7dZ1Odmx9jWIweQSatnRqo,Million Reasons,tempo,129.893
7,30XU4suKzCeoCK9YFzdufg,Born This Way,tempo,123.907
0,5zZoEDawAlJNgUzxknlV9V,The Joker,tempo,119.986
2,0eH2eHURaXUP15D8gQlfjx,LoveGame,tempo,105.029
5,6QfS2wq5sSC1xAJCQsTSlj,Shallow - Radio Edit,tempo,95.799
7,74iZuPGwyL33VlTr6jTnab,Always Remember Us This Way,tempo,129.842
7,2WgyOP8Z1D6GQYumCwH4Dk,Monster,tempo,119.973
2,7jTLS32BMC2UyTTjEUW6BT,That's Life,tempo,112.093
0,57F80059mWaWFvWG3tBTbO,The Edge Of Glory,tempo,127.955
2,7rl7ao5pb9BhvAzPdWStxi,Telephone,tempo,122.021
2,5R8dQOPq8haW94K7mgERlO,Poker Face,tempo,119.001
0,6RyJt2SvLFghIDe1eCviD9,Good Morning,tempo,99.931
7,2zOSxEAk90JTKYNHqE8LXc,That's Entertainment,tempo,124.996
0,3clsCV1f1E9u1Fge9ntulk,Alejandro,tempo,98.993
0,2YQ0DrIFS90FEK8T4JOa8W,Get Happy (2024),tempo,87.889
7,7yzdBiRz4WfiDAcmQ23c8l,Scheiße,tempo,131.06
7,7mXuWTczZNxG5EDcjFEuJR,LADY GAGA,tempo,140.098
7,4yQmDtjax2Ye9wY8EPAO1x,Judas,tempo,131.0
7,1c2hJSwcCfoPEw1su83Sw0,Hold My Hand,tempo,148.009
4,2Qt1GqEOR6gfBCNTZv9Q8P,"Oh, When The Saints",tempo,170.121
2,7dstLFiyNkxcLJVj8q76Ch,bloody mary (lady gaga) - sped up version,tempo,128.654
7,7ju97lgwC2rKQ6wwsf9no9,Rain On Me (with Ariana Grande),tempo,123.056
2,4TCL0qqKyqsMZml0G3M9IM,Telephone,tempo,122.013
7,02d1E4NRuh7OEQO4vCb9PD,Marry The Night,tempo,131.097
7,6LGwEHsFbxt7BgDwGXqFgj,Government Hooker,tempo,119.98
0,1CmyFUdrzcI2TldyJzOHSb,World On A String,tempo,127.594
2,2x7MyWybabEz6Y6wvHuwGE,Just Dance,tempo,118.99
2,7zACUQbWQxzT4aER7ityBV,Poker Face,tempo,119.001
5,1ud0FiEQLVIDlWEqDIEvwW,Folie à Deux,tempo,133.936
2,4x3XzqDLZbRF7Ap6MIaJ9a,Bad Romance,tempo,118.984
0,0I27tCo8rexgdYnhkSaL7k,If My Friends Could See Me Now,tempo,117.792
7,020f8UH9oMEniiQHJBwe3j,Judas,tempo,130.999
2,6DvgsZ0NiEPV9qYM931T1F,Telephone,tempo,122.021
5,2kecdnlyueotEMC8rdNlf6,Joanne,tempo,149.746
2,24hWI7qzj3EdIeVCEk5dXW,Always Remember Us This Way,tempo,134.95
0,6DqmPvzGa002Qa2NQ14hCV,Close To You,tempo,102.959
0,1PAgmT6YqGhd6zT9kN9gIo,Hero,tempo,77.282
4,7qCAVkHWZkF44OzOUKf8Cr,El Perdón (with Enrique Iglesias),tempo,179.908
2,7nKBxz47S9SD79N086fuhn,SUBEME LA RADIO,tempo,91.011
2,5M830cD7MNeiiwIGHzH9TV,Bailando - Spanish Version,tempo,90.949
2,6YZdkObH88npeKrrkb8Ggf,DUELE EL CORAZON (feat. Wisin),tempo,91.03
0,3nMb7ToWIxYvmaIG20z6ux,Tonight (I'm Fuckin' You),tempo,125.953
2,4MloswMM3eu7dHZ7MOzW3i,Do You Know? (The Ping Pong Song),tempo,114.993
2,5adqS3stLaSPAEOszOnpXG,DUELE EL CORAZON,tempo,91.022
0,2bbeNsFmjZqdoDhjLsKNWe,Bailamos,tempo,99.905
2,7HacCTm33hZYYN8DXpCYuG,I Like It,tempo,129.007
0,1boXlVWALXZuKRlClpuA43,Ring My Bells,tempo,115.011
2,0mnAmQX1pciMncT2qFCNmK,SUBEME LA RADIO,tempo,91.012
0,0aPhnPWgYWk9XGezDHCLF3,Takin' Back My Love,tempo,124.958
0,1ySwd43oWXbrytN2BD0Mhb,"Bailamos - From ""Wild Wild West""",tempo,99.881
0,4XifD1V0kWoG4WwsXTwS3y,Rhythm Divine,tempo,101.999
4,6habFhsOp2NvshLv26DqMb,Despacito,tempo,177.928
2,4PHX6bpHDxiR9RGzAKWcyk,Cuando Me Enamoro,tempo,126.026
2,2WOg6FT27iLtN8wetk69nP,Dirty Dancer,tempo,133.05
2,0Me3GyNuLOa1YTIxhJPyCn,ASI ES LA VIDA,tempo,128.044
0,01qCxvpyyIm0a0RG3uYxEm,Could I Have This Kiss Forever,tempo,93.664
2,4anDsZBavxjw3Ktw6ICGYd,Escape,tempo,125.97
2,3VMSMjB4Yx79FDDrmYCk3N,Bailando - English Version,tempo,90.971
2,0mlAOSILGRys2IbvyOT5VJ,Échame La Culpa,tempo,96.006
0,79R98MwYRcQZdAzjjzUbiX,Tonight (I'm Lovin' You),tempo,125.941
2,33ggWc1Nai6fcNb2qM4lJ7,ASI ES LA VIDA,tempo,128.041
2,5Utz5NBlQnUTpiy56fUHfh,Do You Know? (The Ping Pong Song),tempo,114.999
0,6GREIx79VAYuT0DYDGTIJh,Heartbeat,tempo,129.962
5,2ideAIR3icFw8xYJnzSvMP,El Perdedor,tempo,137.794
0,2N4viTG9njqCa4c46YyWs1,Be With You,tempo,121.996
2,5TDakCWQMtVYURFbs9XIRv,Loco,tempo,132.984
2,7umNc6U2AVcL0RwQIi7xZG,Espacio en Tu Corazón - Remix,tempo,126.008
2,3yUvfB6cV1f4G3zo3f8qq7,Tired Of Being Sorry,tempo,120.016
2,1TPUbLdzpfgF7wrPEXIAAB,"Don't You Need Somebody (feat. Enrique Iglesias, R. City, Serayah & Shaggy)",tempo,92.996
0,2EHu09nPab1dk0jySbkjEr,Bailando - Matoma Remix,tempo,90.976
4,0Ph6L4l8dYUuXFmb71Ajnd,Livin' la Vida Loca,tempo,178.043
0,0JygGa90OHn2zg8b2lwmTK,Takin' Back My Love - Original Version,tempo,124.957
2,3fvb9N0z7RK4Bjznxidly4,EL BAÑO,tempo,90.01
2,5T8gItTwZ8MxsQHHTEOSGu,DUELE EL CORAZON (English Version) (feat. Tinashe & Javada),tempo,90.994
2,2vvdTrdryjsl8DmPIMDWZU,EL BAÑO,tempo,90.009
4,7CUYHcu0RnbOnMz4RuN07w,Despacito (Featuring Daddy Yankee),tempo,177.936
2,0ADbb7ueYb8DAuYogMVzkh,I Like It,tempo,129.008
2,2r8wxDebKM8uuDsLUklMEx,Bailando - Spanish Version,tempo,91.014
2,4JgSGk8yY0hQE9aENUSqVm,ME PASE (feat. Farruko),tempo,93.977
2,5LeGRlEBxdkIaU2hlCCIA2,Can You Hear Me,tempo,117.013
2,1X8HXwt2jTxZt3EgTPs93N,I Like How It Feels,tempo,127.995
2,5IL8eu4W9JD38Jtr5YcPAL,Fría,tempo,106.974
2,0K6xYxWoH92QElvwN8kQjO,Love To See You Cry,tempo,122.992
0,2wdX7seKD9pK35aZF3kMbY,Don't Turn Off The Lights,tempo,103.145
2,1BuTNbYxxFYezD1tT8AJR9,MOVE TO MIAMI,tempo,99.958
4,2hDe0Ls5mVqs1XJqv7sbcM,Fútbol & Rumba (feat. Enrique Iglesias),tempo,167.994
1,7tLX7QREwBrxHdV6gEcZYs,Topfit,tempo,139.981
4,0lodMO0qK83vfPiiD7FMEt,TOPIA TWINS (feat. Rob49 & 21 Savage),tempo,160.098
0,5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),tempo,119.996
2,0jvZ9caE53ubCQXMki6W23,TOPLINE (Feat. Tiger JK),tempo,90.018
6,1ZkmPku85veww4fF66aUFF,Top Gun Anthem,tempo,107.351
0,7g4hIeYVk3h5qQXb9RLeXP,Top 10 staTues tHat CriEd bloOd,tempo,97.008
7,37GEtvrasqDZMpwDeuFsmn,Topmodel-Intro,tempo,93.796
1,3azmMptipPpya1mFr2JBv0,TOP ORDER (JARS),tempo,120.043
6,00Y9r5SfbDdEjJhNg7laQr,"Top Gun Anthem - From ""Top Gun"" Original Soundtrack",tempo,107.011
2,2Al0gKP1HZJRgbYJpWyRZO,Topboys,tempo,112.975
1,1ydjfdBkqhWswl0eXaEmta,TopBoy,tempo,160.053
5,2P9OKiFiDDwHcMkdGVuqcd,Top,tempo,133.024
5,1Ehdm1PDlKrdfyBsjwEvd1,Top Of The World,tempo,184.301
7,3Fzlg5r1IjhLk2qRw667od,Dancing in the Moonlight,tempo,119.397
1,4IBoZloHkTEug8fKqmLBa4,Top,tempo,100.97
2,213x4gsFDm04hSqIUkg88w,On Top Of The World,tempo,100.045
2,55Q46o5adtSobImSKrrlqW,Top,tempo,120.039
2,6tN88ttXRw1DvV3cZ2NXic,Top,tempo,128.025
1,3FDIzHl5F5DDp2c0dKWbhZ,"The Top - from the Netflix Film ""UGLIES""",tempo,97.112
0,6OlzpVWulPjvN0eL0YIKxl,Top,tempo,123.987
0,3LygxCYfqEdly1KgntKdTJ,TOPBOY,tempo,125.213
5,6AMvkm7NKeT3JlRHgs17Bi,Top,tempo,133.024
7,4YhJ3a6kBPGJWX4Ek77sDd,TOP FLOOR (feat. Travis Scott),tempo,112.985
0,3wqoCPK5S7NpUavgvqo4HL,Top,tempo,121.874
5,6BSlXUKU9eTdz5e2uqADsa,Top Auf,tempo,124.934
1,1eRapk3WvyFflbOEXdONfD,Top,tempo,83.529
1,0HCnj7pfrvshnocOJUFeit,Top Off,tempo,146.056
2,66dQiusLbkpf2pGD8jMFU6,Top,tempo,119.927
0,0Vu1Q1op2URimTTN9h3Eam,Topless in Miami - Lost Tapes 2016,tempo,146.983
7,1EwgYn1MQ4rwe7syWI8pjK,Top,tempo,132.052
2,5YaskwnGDZFDRipaqzbwQx,Your Love (9PM),tempo,125.993
0,0eNKqGyVvCqZPOMbk6BmbE,Top,tempo,128.046
2,1YWr18dWRmuvPgAsPBsOow,Forget You,tempo,128.034
2,0P3WUOj0RAyMhUmxGxzCUq,Top,tempo,128.025
1,6EPubuOrcghWacSosLTGcn,TOPBOY,tempo,125.227
1,6j3OJI6GN2VDiXYh1nNC7l,Top,tempo,148.861
7,4XuUNuWZmuNS3fAXHz4u9v,Topscout,tempo,129.646
4,4EHHhv5FZJ1Ra4LSf4KCia,Top,tempo,174.036
2,0pHeXV50koNUj3QfeMfU9j,TOP ORDER (JARS),tempo,120.021
1,2aFS7C1aaOFv9ZK0VmWHUe,Top,tempo,130.028
5,3FoxsQsG5Z9bMuqdF5szJO,Toprak Yağmura - Akustik,tempo,174.275
2,2IWRgV8bTPaKKdjARvoXf1,Top,tempo,121.994
7,6ZorLNYsF1KjjV9M2OSxAF,Out My Head,tempo,125.966
0,6MuzfMTEMItnHbwdQSeXes,Top,tempo,131.941
0,6t9elIqznq7PdhEQapD9Xh,Top,tempo,126.157
0,3kcKlOkQQEPVwxwljbGJ5p,Kernkraft 400 (A Better Day),tempo,125.975
1,73sQibm6suZ9PJdR6ZVHyQ,Top,tempo,87.474
4,2HJBsWX5LQK8Y95JzPJ4zp,Tattoo - Topic Remix,tempo,150.237
0,58QWceo4iT5BFycK4DojHy,Top,tempo,126.198
5,7tQzRtcodzeVr6n0DdVHCe,Toparlanmam Lazım,tempo,129.909
7,7G4Fsd9ydorTDoC999KjiJ,1000 und 1 Nacht (Zoom!) - Live,tempo,128.05
0,6kk207Bw7zk0BvMnQsd23z,1000 Sterne - Radio Edit,tempo,122.032
1,12AWxx8MXy0BZwdNuJ9UgX,1000 Songs,tempo,159.984
7,0NfgO5cZIf8CUzm8MWKUlR,abcdefu,tempo,121.932
2,4cSe6yVORLyjUIO73ziV1o,Hey Ya!,tempo,158.922
2,6zwGLW8IFClwIj7lyWkso4,1000 Lichter - Fox Mix,tempo,127.998
7,0O6J1usThPAhVN9n6raHjU,& Jay-Z singt uns ein Lied - Live,tempo,119.219
2,4zpllL4owrU5QhYpNOqU5P,Dalli Dalli,tempo,101.809
0,6irnxBQWGP3GQ3UqZTMtda,1000 und 1 Nacht,tempo,149.995
5,5ruqfe8lCfcgpeSG2PSrfh,Spar deinen Wein nicht auf für morgen,tempo,102.517
7,5j1cjOSodR4463dDxd8vw8,Vom Delta bis zur Quelle - Live,tempo,113.776
2,2Wmq1Z3uHbVKQKK6P9Jr3Q,10.000 Miles Away,tempo,130.027
7,66izwOLZtm5SZEbB5iQbjC,Rock'n Roll im Stadtpark,tempo,93.351
2,4jDfN1uyJvPFpuz3FJoaRR,1000 und 1 Nacht (Zoom!),tempo,124.681
7,2DRguxGEWZeoKA41hMsgPh,Die Schönheit der Chance - Live,tempo,138.602
2,0vH1SZFCgjJHNy61YKi7Go,1000 und 1 Nacht,tempo,137.994
2,5ZAZaeIudz3HLn75FKYFU2,I'm Gonna Be (500 Miles),tempo,131.922
7,3c9Bwg7PFdFGRqrP8HbIO2,Katy Grayson Perry - Live,tempo,94.601
7,5PzwmepgRfHSnCdxE9cM1T,100 Tage bis zum Untergang,tempo,108.905
2,3loz9WkM70U4UyAXvPVnm4,1000 und 1 Nacht (Tausendmal berührt),tempo,130.074
2,7oT7G1weRhFD2qPaAJwAPW,100% Emotional (Radio Edit),tempo,109.974
5,2TfXzi331odnElWjma0mgz,Tritt ein in den Dom,tempo,106.601
0,1PxcG271q3FV2ao4PBalTN,Eingang / 5.000 Meilen,tempo,107.982
6,5mTMoMg1YpiVl45COSlvdv,A-Team,tempo,119.48
0,0YQaWHrHoWUbma2poUsBPU,Schlüsselkind,tempo,118.369
5,2lHVqsArz0YSWr4zho4J6X,1000 Liebeslieder (Tabularasa) - Radio Mix,tempo,129.934
2,6tMZeoE5tmQTiU56dMi94Y,1.000 Meilen weit,tempo,123.984
0,3iw1JR1FrFOIxfLFLokJWd,1000 Lieder,tempo,90.461
0,1sYXKA5vprERFBg2fLmQBs,Perfect,tempo,95.009
2,2J3JS2mHGc0mmfHmMPSUgK,1000 und 1 Nacht (Zoom),tempo,124.055
7,7cBglI3zCDS0wBPFedWCfW,Römer am Ende Roms - Live,tempo,142.146
7,4moMq8B4aaj15vnN8ZNNIv,Korn & Sprite - Live,tempo,151.568
5,2VrbFt2iyQFC7cccYWjYgf,1000 Tage,tempo,79.974
5,0LFXmMtJCzgNozXmU7qasr,Banana Boat Song,tempo,123.177
5,5wMaWLUV9vvySj33u5tgL7,Rolling in the Deep,tempo,81.987
7,5LE1QigyAmwroexZ7iB2hp,Avicii - Live,tempo,96.426
5,77llmqgXBS3xPQyUZ6KoPu,Bohemian Rhapsody,tempo,126.941
4,7qdYR6lQUzL1VKVW1Kl8dX,I'm so Excited,tempo,188.706
4,24bwzu9THQc3CVUSa31bOr,100.000 Lieder,tempo,175.224
2,1O4gRlaprDQFz6Oc3s92w4,Sexyback,tempo,117.004
2,0ShDxHlcwquXAQ2SRmnBhi,"Thema aus ""ZDF Hitparade""",tempo,107.685
2,6Vy2Hxn8XErS6y8Qh3n0KC,1000 und 1 Nacht (Zoom) - Newly Recorded 2015,tempo,124.967
7,1rafpMpn8Sit9EbqwhMYy1,California Dreamin',tempo,108.441
2,0fS4NOe5U0M6jYqS1I64r7,1000 Sterne,tempo,134.959
4,5GvofJ14ERSAksJuOHNCQF,Let's Twist Again,tempo,164.728
5,3a0xqenkIB1JDejPTpILLi,1000 Sprachen,tempo,126.025
7,3Oje1KEdb1p9dk1O3K63UX,Top Hits,tempo,121.422
5,0toCDPNLkFretg14AAw3mv,Lindenstrasse,tempo,173.182
4,4xBr6Uuuyi8GS31MgXN4ve,Let's Twist Again,tempo,164.728
2,183rKe4EplkE5iA5gu3fJN,100.000 Tonnen,tempo,117.217
5,2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,tempo,98.027
4,5Y8mnPgyb9hOJxY1M0OJdx,"Dance For Me (1, 2, 3) - Stutter Techno",tempo,154.993
4,28qkNp9shSV8AQrBwxZf48,Dance with Somebody - Radio Version,tempo,150.142
7,1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,tempo,110.056
7,4LCzEYKPFcd2FCOmZdVDnM,Dance With The Devil,tempo,87.45
4,0t8h41n20K1BkByBDqWAoN,Dance with Somebody,tempo,150.253
5,2N8m6CYs74qQO4mjVcXO30,Dance Monkey,tempo,98.029
7,11C4y2Yz1XbHmaQwO06s9f,Dance The Night,tempo,110.056
1,6b2vkaiDawOcupyDxNNCba,Dancehall Caballeros,tempo,85.487
2,1dzQoRqT5ucxXVaAhTcT0J,Just Dance,tempo,118.99
0,6iZNerKaMbtDYsy9n6cKId,Dance Dance Dance With My Hands Hands Hands (Bloody Mary),tempo,128.06
0,0a7BloCiNzLDD9qSQHh5m7,"Dance, Dance",tempo,114.451
0,1zi7xx7UVEFkmKfv06H8x0,One Dance,tempo,103.967
2,2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),tempo,118.818
2,34xGLuxM0rkxhCVyMSqwJO,Stolen Dance,tempo,114.016
4,0ITF27Ng5lLPyTJlQQGpo2,Dance mit de Gänse,tempo,149.851
2,7fZBQnc0zXwVybgCIrQQil,Belly Dancer,tempo,121.985
1,0XxXIiZP0rJBS8S841UVdu,dance with me,tempo,77.443
7,2I5ipWaIXUknimwtJPoPYt,Dance With Me,tempo,128.888
5,5ZULALImTm80tzUbYQYM9d,Dance Monkey,tempo,98.027
1,6Rb540qgdzxxXu4u55OKQT,Dance Till You're Dead,tempo,145.091
5,2JvPJ8ydPuN2NhpH4oti6I,Dance Hall Days,tempo,102.74
2,3C0nOe05EIt1390bVABLyN,On The Floor,tempo,130.003
2,6uRH1qMz30ZBwwUG0IYE5s,Dance With Me,tempo,101.628
5,3mFzIFFFmEXTQs6BDAK2ZZ,Dance Me to the End of Love,tempo,132.885
7,6prqX1SW2MMH8hAOIzKQ3Z,Dance For Me (Eugy X Mr Eazi),tempo,106.982
7,4pIKFpwflOdhYNIRmPTj3E,Dance Macabre,tempo,125.984
4,10ASBwZsp7oUUDsJEYz3uS,Dance With The Devil,tempo,155.041
4,4MD1o8JcULNAz85S6Ld57J,Dance With The Devil (The 6th Gate) (Reinier Zonneveld Remix),tempo,154.948
2,2xnoPV3NLescauc0ZJ1MDZ,Dance Again (feat. Pitbull),tempo,127.988
6,0VbexUMmRVxsshn5PPqrfW,Dance With Me,tempo,124.005
7,5xrz1b5HGjX4a8eVdKnBfc,Dance Therapy,tempo,145.022
2,6q7YxzMbpUmInMoEkqlkvJ,Dance With My Hands,tempo,130.032
0,1iObkel3ZEmeqAnOQJs5ky,Dance Again,tempo,122.039
7,6NxIh2DTIOoATFmezrHv61,DERNIERE DANCE FUNK,tempo,126.549
2,6NMqeF0Ssmi7d3dSUqnOFf,Dance You Outta My Head,tempo,115.966
6,5CZFiISypNBa6n70FgdImp,Dance To The Rhythm,tempo,152.104
2,2Koh1UAgoDV3Xf97exZAMp,Dance Monkey,tempo,98.121
6,3OJENYg8GhnZnEQ5yEABB3,Dance All Night,tempo,150.015
4,1dN8YYO1s6an0mb3MIWrox,Dance Tonight,tempo,159.871
4,49Z2NOWjruJtZndDsOoj0K,Gonna Dance with Somebody,tempo,144.909
1,4WZmlcFeIztf3LqU0BvSUh,DANCE,tempo,110.017
2,6TfeXwJihJRuBW3mFpib6J,DANCE,tempo,122.012
7,4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,tempo,128.038
1,0fero8HxPhHC6Acelon3EG,Dance,tempo,61.906
0,2629kqdJQhPMqXfWz9akjF,Dance Up,tempo,106.978
1,1K1bKbtSBiplL6YTIn6jaf,Dance,tempo,120.065
6,5Z5qYQz6ODyI8rdUb3Ebi9,DANCE,tempo,128.015
2,6EJSIote7EJm4FnrysmYzt,DANCE,tempo,122.009
2,3D1HS330ITnaTIV1RTFJ0L,Dance,tempo,119.99
2,71orXxK81EIqixBScu0Jwn,Dance,tempo,99.983
6,4CIxgvDwjSnZJQSpZSPmte,Dance,tempo,151.965
6,6weJjtutXRIgRkMC9ELbBb,DANCE,tempo,128.015
0,1XZy2eprbATl4AnL9Fpsw1,Dance Alone,tempo,119.961
4,01RBq3IpAjpap2i77PWcmW,DANCE,tempo,169.945
1,2WrldKXSBVbNNm3A9vJryi,Dance Now (feat. Kenny Mason),tempo,135.024
6,1bbnRRCadgjhLPB90nklKj,Dance,tempo,144.952
7,2qLM6x94BukgCTM32zRM4r,Dancer in the Dark,tempo,119.019
2,7BfSU2ya7PZtqrl48urKqG,DANCE,tempo,130.054
2,7sYfWTa2GD1KCaLgGFmFM5,DANCE!,tempo,124.947
2,0iD94fatV4gLMmOQhNTQx6,Dance,tempo,138.218
4,2xFBU7nUypBawVsP7TiJL0,Dance with Me,tempo,150.074
5,3rQmTAyMDDZ73rMyhLkn98,Dance,tempo,89.03
5,55rn9bs7vZBsEK4Y4URraH,Dance with Me,tempo,114.82
4,4BgaAZ52ffIc6cRDn1oFVS,DANCE,tempo,155.997
4,5k2KDcpVLgyy0dr7uzdJit,DANCE WITH ME,tempo,199.955
0,4LyqcBID3VprlOZhYsB5nW,DANCE,tempo,124.728
7,7dQLotfXKhC58JIVnf6DTR,Dance With Me - 2021 Remaster,tempo,139.125
6,51dy1lefJHurpCjMxOGOh3,Dance,tempo,121.992
2,24vli6MCxjkWiPLQfETb3J,Dance With Me (Empire Remix) - 2021 Remaster,tempo,139.619
7,3DOzEiXCfRKDoVmWjnA3q0,DANCE,tempo,144.46
5,2cQFiojV4AOnni0eiYa1NF,Dance with Me - Symphonic Version,tempo,126.473
0,362Ny0CAGCvEUMzJwP8HFW,Dance,tempo,125.981
3,1vWtTis3VRkkUp8qST4jY5,Dance For Me Wallis,tempo,86.043
0,4wGvye5lfk8T3mJZLOsG0W,Dance,tempo,125.958
2,3zpJ74fO8lUGyhNmFAgtp2,Dance,tempo,135.967
6,7gDgphzQU0urJU3AtoLJup,Dance No More (with Kaleena Zanders),tempo,127.015
2,2idf60xlvscZxXpmmeWBUz,Dance,tempo,99.988
2,4UDpljkccL8Rf4ztmu2hlE,Dance,tempo,119.986
6,5swGONEYPfI5mEG7clVsRj,Dance To The Beat (Pitchin'),tempo,136.03
2,4XpZhXMVWGgApe7flseAWR,Dance,tempo,126.082
7,7iWWLbTuSYdncjX1tT22JJ,Jump Dance Move Bounce - VIP Mix,tempo,158.021
3,46UbgRorQPAs2CHhfl1XGM,Dance,tempo,77.06
